timestamp,device_id,device_type,ward,life_support,criticality_tier,protocol,src_ip,dst_port,ecg_raw_value,heart_rate_bpm,r_peak_detected,rhythm_label,label,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,fall_detected,posture_event,temperature_celsius,attack_type,is_attack,anomaly_flag,prediction
2329622,32,0,2,False,7,0,57,1883,1925.0,74.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2331659,32,0,2,False,7,0,57,1883,1840.0,74.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2333667,32,0,2,False,7,0,57,1883,1816.0,74.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2335678,32,0,2,False,7,0,57,1883,1780.0,76.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2337687,32,0,2,False,7,0,57,1883,1765.0,76.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2339715,32,0,2,False,7,0,57,1883,1794.0,77.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2341725,32,0,2,False,7,0,57,1883,1732.0,77.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2343730,32,0,2,False,7,0,57,1883,1779.0,78.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2345766,32,0,2,False,7,0,57,1883,1806.0,78.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2347796,32,0,2,False,7,0,57,1883,1823.0,78.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2349830,32,0,2,False,7,0,57,1883,1859.0,78.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2351840,32,0,2,False,7,0,57,1883,1952.0,78.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2353847,32,0,2,False,7,0,57,1883,1971.0,79.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2355854,32,0,2,False,7,0,57,1883,1999.0,80.0,1,1,0,,,,,,,-1,-1,,-1,-1,1,
2357877,32,0,2,False,7,0,57,1883,2096.0,80.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2359909,32,0,2,False,7,0,57,1883,2157.0,79.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2361921,32,0,2,False,7,0,57,1883,2238.0,79.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2363947,32,0,2,False,7,0,57,1883,2283.0,81.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2365969,32,0,2,False,7,0,57,1883,2300.0,81.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2368000,32,0,2,False,7,0,57,1883,2307.0,82.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2370002,32,0,2,False,7,0,57,1883,2384.0,82.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2372022,32,0,2,False,7,0,57,1883,2374.0,81.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2374029,32,0,2,False,7,0,57,1883,2330.0,82.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2376049,32,0,2,False,7,0,57,1883,2303.0,83.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2378070,32,0,2,False,7,0,57,1883,2296.0,83.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2380076,32,0,2,False,7,0,57,1883,2240.0,83.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2382103,32,0,2,False,7,0,57,1883,2127.0,83.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2384127,32,0,2,False,7,0,57,1883,2083.0,83.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2386138,32,0,2,False,7,0,57,1883,2063.0,84.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2388164,32,0,2,False,7,0,57,1883,2022.0,85.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2390201,32,0,2,False,7,0,57,1883,1928.0,86.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2392214,32,0,2,False,7,0,57,1883,1855.0,86.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2394244,32,0,2,False,7,0,57,1883,1832.0,87.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2396257,32,0,2,False,7,0,57,1883,1834.0,87.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2398290,32,0,2,False,7,0,57,1883,1796.0,85.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2400292,32,0,2,False,7,0,57,1883,1778.0,85.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2402321,32,0,2,False,7,0,57,1883,1795.0,86.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2404357,32,0,2,False,7,0,57,1883,1774.0,86.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2406374,32,0,2,False,7,0,57,1883,1749.0,86.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2408393,32,0,2,False,7,0,57,1883,1826.0,86.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2410430,32,0,2,False,7,0,57,1883,1854.0,86.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2412445,32,0,2,False,7,0,57,1883,1895.0,85.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2414463,32,0,2,False,7,0,57,1883,1961.0,85.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2416464,32,0,2,False,7,0,57,1883,2050.0,84.0,1,1,0,,,,,,,-1,-1,,-1,-1,1,
2418476,32,0,2,False,7,0,57,1883,2108.0,84.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2420493,32,0,2,False,7,0,57,1883,2132.0,83.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2422511,32,0,2,False,7,0,57,1883,2235.0,82.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2424534,32,0,2,False,7,0,57,1883,2275.0,82.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2426554,32,0,2,False,7,0,57,1883,2265.0,81.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2428580,32,0,2,False,7,0,57,1883,2331.0,81.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2430604,32,0,2,False,7,0,57,1883,2333.0,80.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2432623,32,0,2,False,7,0,57,1883,2357.0,80.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2434628,32,0,2,False,7,0,57,1883,2350.0,79.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2436649,32,0,2,False,7,0,57,1883,2292.0,80.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2438669,32,0,2,False,7,0,57,1883,2298.0,80.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2440685,32,0,2,False,7,0,57,1883,2197.0,81.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2442711,32,0,2,False,7,0,57,1883,2138.0,81.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2444713,32,0,2,False,7,0,57,1883,2038.0,79.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2446730,32,0,2,False,7,0,57,1883,2033.0,80.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2448733,32,0,2,False,7,0,57,1883,1945.0,78.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2450746,32,0,2,False,7,0,57,1883,1958.0,77.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2452781,32,0,2,False,7,0,57,1883,1849.0,76.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2454804,32,0,2,False,7,0,57,1883,1822.0,75.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2456840,32,0,2,False,7,0,57,1883,1798.0,75.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2458849,32,0,2,False,7,0,57,1883,1722.0,75.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2460885,32,0,2,False,7,0,57,1883,1733.0,75.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2462907,32,0,2,False,7,0,57,1883,1735.0,75.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2464922,32,0,2,False,7,0,57,1883,1741.0,75.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2466944,32,0,2,False,7,0,57,1883,1812.0,74.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2468974,32,0,2,False,7,0,57,1883,1802.0,74.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2470979,32,0,2,False,7,0,57,1883,1874.0,74.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2472987,32,0,2,False,7,0,57,1883,1907.0,74.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2475007,32,0,2,False,7,0,57,1883,2011.0,73.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2477017,32,0,2,False,7,0,57,1883,2060.0,73.0,1,1,0,,,,,,,-1,-1,,-1,-1,1,
2479044,32,0,2,False,7,0,57,1883,2106.0,75.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2481074,32,0,2,False,7,0,57,1883,2209.0,76.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2483086,32,0,2,False,7,0,57,1883,2195.0,76.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2485098,32,0,2,False,7,0,57,1883,2278.0,76.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2487127,32,0,2,False,7,0,57,1883,2349.0,76.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2489138,32,0,2,False,7,0,57,1883,2326.0,75.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2491144,32,0,2,False,7,0,57,1883,2365.0,76.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2493172,32,0,2,False,7,0,57,1883,2383.0,74.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2495197,32,0,2,False,7,0,57,1883,2334.0,75.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2497221,32,0,2,False,7,0,57,1883,2291.0,77.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2499255,32,0,2,False,7,0,57,1883,2305.0,77.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2501271,32,0,2,False,7,0,57,1883,2274.0,78.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2503291,32,0,2,False,7,0,57,1883,2187.0,78.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2505311,32,0,2,False,7,0,57,1883,2150.0,79.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2507331,32,0,2,False,7,0,57,1883,2039.0,80.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2509365,32,0,2,False,7,0,57,1883,1972.0,79.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2511374,32,0,2,False,7,0,57,1883,1970.0,78.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2513397,32,0,2,False,7,0,57,1883,1856.0,78.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2515423,32,0,2,False,7,0,57,1883,1827.0,79.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2517432,32,0,2,False,7,0,57,1883,1793.0,79.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2519465,32,0,2,False,7,0,57,1883,1783.0,79.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2521468,32,0,2,False,7,0,57,1883,1774.0,78.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2523503,32,0,2,False,7,0,57,1883,1726.0,78.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2525507,32,0,2,False,7,0,57,1883,1731.0,77.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2527509,32,0,2,False,7,0,57,1883,1791.0,77.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2529538,32,0,2,False,7,0,57,1883,1846.0,77.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2531569,32,0,2,False,7,0,57,1883,1855.0,76.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2533570,32,0,2,False,7,0,57,1883,1960.0,76.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2535604,32,0,2,False,7,0,57,1883,2019.0,76.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2537613,32,0,2,False,7,0,57,1883,2074.0,74.0,1,1,0,,,,,,,-1,-1,,-1,-1,1,
2539646,32,0,2,False,7,0,57,1883,2098.0,74.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2541654,32,0,2,False,7,0,57,1883,2141.0,75.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2543667,32,0,2,False,7,0,57,1883,2177.0,75.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2545680,32,0,2,False,7,0,57,1883,2290.0,74.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2547691,32,0,2,False,7,0,57,1883,2314.0,75.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2549705,32,0,2,False,7,0,57,1883,2306.0,75.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2551721,32,0,2,False,7,0,57,1883,2346.0,76.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2553729,32,0,2,False,7,0,57,1883,2314.0,77.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2555739,32,0,2,False,7,0,57,1883,2319.0,78.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2557744,32,0,2,False,7,0,57,1883,2296.0,78.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2559761,32,0,2,False,7,0,57,1883,2249.0,77.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2561780,32,0,2,False,7,0,57,1883,2232.0,77.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2563792,32,0,2,False,7,0,57,1883,2135.0,78.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2565816,32,0,2,False,7,0,57,1883,2089.0,79.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2567824,32,0,2,False,7,0,57,1883,2071.0,80.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2569827,32,0,2,False,7,0,57,1883,1986.0,80.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2571838,32,0,2,False,7,0,57,1883,1972.0,79.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2573856,32,0,2,False,7,0,57,1883,1864.0,80.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2575878,32,0,2,False,7,0,57,1883,1848.0,80.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2577908,32,0,2,False,7,0,57,1883,1812.0,80.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2579939,32,0,2,False,7,0,57,1883,1728.0,80.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2581950,32,0,2,False,7,0,57,1883,1774.0,81.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2583954,32,0,2,False,7,0,57,1883,1744.0,83.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2585961,32,0,2,False,7,0,57,1883,1779.0,82.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2587998,32,0,2,False,7,0,57,1883,1773.0,82.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2590023,32,0,2,False,7,0,57,1883,1791.0,82.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2592032,32,0,2,False,7,0,57,1883,1874.0,81.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2594059,32,0,2,False,7,0,57,1883,1929.0,81.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2596080,32,0,2,False,7,0,57,1883,1989.0,82.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2598114,32,0,2,False,7,0,57,1883,2015.0,82.0,1,1,0,,,,,,,-1,-1,,-1,-1,1,
2600151,32,0,2,False,7,0,57,1883,2171.0,83.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2602173,32,0,2,False,7,0,57,1883,2165.0,81.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2604180,32,0,2,False,7,0,57,1883,2240.0,80.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2606211,32,0,2,False,7,0,57,1883,2301.0,80.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2608236,32,0,2,False,7,0,57,1883,2345.0,80.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2610240,32,0,2,False,7,0,57,1883,2337.0,82.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2612273,32,0,2,False,7,0,57,1883,2306.0,83.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2614284,32,0,2,False,7,0,57,1883,2359.0,84.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2616300,32,0,2,False,7,0,57,1883,2350.0,84.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2618333,32,0,2,False,7,0,57,1883,2343.0,84.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2620359,32,0,2,False,7,0,57,1883,2261.0,84.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2622388,32,0,2,False,7,0,57,1883,2198.0,84.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2624420,32,0,2,False,7,0,57,1883,2174.0,84.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2626452,32,0,2,False,7,0,57,1883,2105.0,84.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2628478,32,0,2,False,7,0,57,1883,2064.0,83.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2630479,32,0,2,False,7,0,57,1883,1946.0,84.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2632499,32,0,2,False,7,0,57,1883,1905.0,85.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2634529,32,0,2,False,7,0,57,1883,1864.0,85.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2636533,32,0,2,False,7,0,57,1883,1780.0,86.0,0,1,0,,,,,,,-1,-1,,-1,-1,1,
2239,56,1,1,False,5,0,82,1883,,,-1,-1,0,0.0992,0.0226,9.8319,0.805,-0.469,-0.7563,0,3,,-1,-1,1,
7241,56,1,1,False,5,0,82,1883,,,-1,-1,0,0.2022,0.1088,8.5295,0.5398,-0.5883,-0.1787,0,2,,-1,-1,1,
12321,56,1,1,False,5,0,82,1883,,,-1,-1,0,0.1796,0.2311,8.5083,-0.0425,0.2127,-0.4361,0,2,,-1,-1,1,
17355,56,1,1,False,5,0,82,1883,,,-1,-1,0,0.1941,0.2658,8.6566,0.2342,-0.2323,0.2134,0,2,,-1,-1,1,
22379,56,1,1,False,5,0,82,1883,,,-1,-1,0,0.0043,-0.113,9.8869,-0.082,-0.8905,-0.2416,0,3,,-1,-1,1,
27449,56,1,1,False,5,0,82,1883,,,-1,-1,0,0.0163,0.0699,1.8999,0.1868,0.1258,-0.5746,0,1,,-1,-1,1,
32469,56,1,1,False,5,0,82,1883,,,-1,-1,0,-0.0141,0.0901,1.5901,-0.1544,-0.2745,0.2351,0,1,,-1,-1,1,
37549,56,1,1,False,5,0,82,1883,,,-1,-1,0,-0.0155,-0.0579,1.7305,0.4266,0.1517,0.1672,0,1,,-1,-1,1,
42621,56,1,1,False,5,0,82,1883,,,-1,-1,0,0.0368,0.0969,9.8131,-0.1685,0.3942,-0.651,0,3,,-1,-1,1,
47663,56,1,1,False,5,0,82,1883,,,-1,-1,0,0.2197,0.3321,8.624,-0.2438,-0.2247,-0.2495,0,2,,-1,-1,1,
52736,56,1,1,False,5,0,82,1883,,,-1,-1,0,0.1416,0.1749,8.3553,-0.1175,-0.7365,-0.3247,0,2,,-1,-1,1,
57778,56,1,1,False,5,0,82,1883,,,-1,-1,0,0.2155,0.0991,8.1645,0.0274,0.1481,-0.1324,0,2,,-1,-1,1,
62789,56,1,1,False,5,0,82,1883,,,-1,-1,0,-0.012,0.027,9.6138,1.1282,-1.3088,-0.1937,0,3,,-1,-1,1,
67781,56,1,1,False,5,0,82,1883,,,-1,-1,0,0.1763,0.147,9.8108,-0.8554,-0.2237,0.2813,0,3,,-1,-1,1,
72792,56,1,1,False,5,0,82,1883,,,-1,-1,0,0.3849,0.0416,8.4802,0.4697,0.3828,0.5969,0,2,,-1,-1,1,
77863,56,1,1,False,5,0,82,1883,,,-1,-1,0,0.0443,-0.005,8.6944,0.5558,-0.6735,-0.1276,0,2,,-1,-1,1,
82921,56,1,1,False,5,0,82,1883,,,-1,-1,0,-0.0253,-0.024,1.7174,0.1842,0.5417,-0.0334,0,1,,-1,-1,1,
87942,56,1,1,False,5,0,82,1883,,,-1,-1,0,4.8966,1.6234,6.3887,16.7741,15.8339,11.4248,1,0,,-1,-1,1,
93031,56,1,1,False,5,0,82,1883,,,-1,-1,0,-0.0062,-0.1043,8.6245,0.4219,-0.8098,-0.4809,0,2,,-1,-1,1,
98091,56,1,1,False,5,0,82,1883,,,-1,-1,0,-0.0383,-0.1369,9.7138,0.4425,-0.7505,0.6125,0,3,,-1,-1,1,
103139,56,1,1,False,5,0,82,1883,,,-1,-1,0,0.1673,0.1897,8.3771,-0.1524,0.0286,0.1131,0,2,,-1,-1,1,
108210,56,1,1,False,5,0,82,1883,,,-1,-1,0,3.6843,2.8727,4.502,18.1541,11.4871,12.2687,1,0,,-1,-1,1,
113270,56,1,1,False,5,0,82,1883,,,-1,-1,0,0.2935,0.0487,8.1547,0.1198,0.0919,-0.1824,0,2,,-1,-1,1,
118273,56,1,1,False,5,0,82,1883,,,-1,-1,0,-0.0427,0.0916,9.8275,-0.126,-0.4109,-0.4737,0,3,,-1,-1,1,
123271,56,1,1,False,5,0,82,1883,,,-1,-1,0,0.023,0.2684,8.5011,0.2598,-0.3971,0.0996,0,2,,-1,-1,1,
128297,56,1,1,False,5,0,82,1883,,,-1,-1,0,0.1835,0.0719,8.6404,-0.7357,0.4747,0.2516,0,2,,-1,-1,1,
133357,56,1,1,False,5,0,82,1883,,,-1,-1,0,0.2441,-0.0342,9.838,-0.2454,-0.3453,0.025,0,3,,-1,-1,1,
138399,56,1,1,False,5,0,82,1883,,,-1,-1,0,0.0527,0.0345,0.9706,0.4356,0.0538,-0.1599,0,1,,-1,-1,1,
143479,56,1,1,False,5,0,82,1883,,,-1,-1,0,0.1519,0.0271,1.4657,-0.1706,-0.2284,0.5039,0,1,,-1,-1,1,
148544,56,1,1,False,5,0,82,1883,,,-1,-1,0,0.1005,0.0424,9.8966,0.1763,0.5381,-0.2388,0,3,,-1,-1,1,
153542,56,1,1,False,5,0,82,1883,,,-1,-1,0,0.0949,0.0547,1.1279,-0.253,0.0141,0.1006,0,1,,-1,-1,1,
158605,56,1,1,False,5,0,82,1883,,,-1,-1,0,0.0118,0.0222,8.2686,0.2574,-0.9249,-0.1,0,2,,-1,-1,1,
163622,56,1,1,False,5,0,82,1883,,,-1,-1,0,-0.0108,0.0823,9.8884,0.5276,-1.1088,0.2443,0,3,,-1,-1,1,
168622,56,1,1,False,5,0,82,1883,,,-1,-1,0,2.7548,2.1787,6.406,17.1899,10.6682,9.9606,1,0,,-1,-1,1,
173657,56,1,1,False,5,0,82,1883,,,-1,-1,0,0.1058,-0.0229,1.8113,0.4755,-0.1188,-0.2635,0,1,,-1,-1,1,
178731,56,1,1,False,5,0,82,1883,,,-1,-1,0,0.0747,-0.0106,8.5851,-0.0778,0.226,-0.163,0,2,,-1,-1,1,
183735,56,1,1,False,5,0,82,1883,,,-1,-1,0,0.0655,0.0774,9.828,0.4442,-0.3746,-0.7235,0,3,,-1,-1,1,
188790,56,1,1,False,5,0,82,1883,,,-1,-1,0,0.3423,-0.0084,8.6756,0.2301,-0.0056,0.0249,0,2,,-1,-1,1,
193879,56,1,1,False,5,0,82,1883,,,-1,-1,0,0.2207,0.0925,8.2079,0.2236,-0.1808,-0.0546,0,2,,-1,-1,1,
198958,56,1,1,False,5,0,82,1883,,,-1,-1,0,-0.0956,-0.0129,1.3525,-0.0842,0.1793,0.1233,0,1,,-1,-1,1,
203954,56,1,1,False,5,0,82,1883,,,-1,-1,0,0.065,0.0887,1.917,0.3143,0.2287,-0.1359,0,1,,-1,-1,1,
209024,56,1,1,False,5,0,82,1883,,,-1,-1,0,0.0857,-0.0231,9.885,0.7647,0.2281,0.3699,0,3,,-1,-1,1,
214037,56,1,1,False,5,0,82,1883,,,-1,-1,0,-0.0941,0.211,9.8615,-0.9456,0.1467,-0.2925,0,3,,-1,-1,1,
219128,56,1,1,False,5,0,82,1883,,,-1,-1,0,-0.0008,0.0289,9.7575,0.0611,0.4043,-0.1819,0,3,,-1,-1,1,
224148,56,1,1,False,5,0,82,1883,,,-1,-1,0,0.0852,0.0149,8.4864,0.1493,0.0543,-0.276,0,2,,-1,-1,1,
229204,56,1,1,False,5,0,82,1883,,,-1,-1,0,0.2977,0.0854,8.5919,-0.0738,0.2466,-0.0348,0,2,,-1,-1,1,
234228,56,1,1,False,5,0,82,1883,,,-1,-1,0,2.8947,2.4324,5.4916,11.8711,13.2334,9.9019,1,0,,-1,-1,1,
239292,56,1,1,False,5,0,82,1883,,,-1,-1,0,0.2735,0.1295,8.1403,-0.0905,-0.3669,-0.6569,0,2,,-1,-1,1,
244377,56,1,1,False,5,0,82,1883,,,-1,-1,0,-0.005,0.0387,9.7732,-0.3842,-0.3794,0.7147,0,3,,-1,-1,1,
249460,56,1,1,False,5,0,82,1883,,,-1,-1,0,-0.0685,0.0247,1.2864,0.4116,-0.1845,-0.0438,0,1,,-1,-1,1,
254536,56,1,1,False,5,0,82,1883,,,-1,-1,0,-0.0262,-0.125,1.3101,-0.1685,-0.0082,-0.0017,0,1,,-1,-1,1,
259563,56,1,1,False,5,0,82,1883,,,-1,-1,0,0.1865,-0.0332,8.4053,0.3882,-0.2156,-0.3205,0,2,,-1,-1,1,
264648,56,1,1,False,5,0,82,1883,,,-1,-1,0,0.2744,0.1611,8.3787,-0.268,0.2781,-0.4548,0,2,,-1,-1,1,
269725,56,1,1,False,5,0,82,1883,,,-1,-1,0,0.1736,0.0471,9.0508,0.3292,-0.5237,-0.3303,0,2,,-1,-1,1,
274774,56,1,1,False,5,0,82,1883,,,-1,-1,0,0.0959,0.0521,8.4228,-0.4409,0.0221,0.438,0,2,,-1,-1,1,
279765,56,1,1,False,5,0,82,1883,,,-1,-1,0,0.1565,-0.098,1.5375,-0.2075,0.1544,-0.2909,0,1,,-1,-1,1,
284815,56,1,1,False,5,0,82,1883,,,-1,-1,0,3.5078,4.1595,3.1225,16.4573,8.3229,4.8369,1,0,,-1,-1,1,
289882,56,1,1,False,5,0,82,1883,,,-1,-1,0,0.1543,-0.0081,8.6676,-0.7745,-0.7808,0.2904,0,2,,-1,-1,1,
294930,56,1,1,False,5,0,82,1883,,,-1,-1,0,0.0464,-0.0607,1.4869,0.2257,-0.3316,-0.2594,0,1,,-1,-1,1,
299987,56,1,1,False,5,0,82,1883,,,-1,-1,0,0.1587,0.2074,8.4668,-0.2848,-0.4344,0.5442,0,2,,-1,-1,1,
304988,56,1,1,False,5,0,82,1883,,,-1,-1,0,0.1717,0.2528,8.4803,-0.1403,-0.4183,0.2058,0,2,,-1,-1,1,
310032,56,1,1,False,5,0,82,1883,,,-1,-1,0,3.8955,2.1968,5.5598,7.8063,17.116,10.5048,1,0,,-1,-1,1,
315096,56,1,1,False,5,0,82,1883,,,-1,-1,0,0.2617,0.1034,8.5086,-0.7837,0.3991,-0.0902,0,2,,-1,-1,1,
320182,56,1,1,False,5,0,82,1883,,,-1,-1,0,0.0858,-0.1932,9.7463,0.0295,-0.4942,0.0358,0,3,,-1,-1,1,
325258,56,1,1,False,5,0,82,1883,,,-1,-1,0,-0.0295,0.044,9.7691,0.0532,-0.0841,-0.065,0,3,,-1,-1,1,
