criticality_tier,life_support,device_type_encoded,ward_encoded,protocol_encoded,packet_size,packet_rate,packets_per_sec,unique_ports,failed_connections,bytes_sent,bytes_received,flow_duration,hour_of_day,day_of_week,is_night,is_weekend,attack_type_encoded,attack_severity,network_anomaly_score,behavioral_anomaly_score,time_anomaly_score
8,0,2,0,4,387,27,0.45,1,0,10449,6721,35.26,3,0,1,0,6,0,0.091921,0.180326,0.092194
5,0,4,5,1,1971,510,8.5,37,185,1005210,567270,11.85,4,2,1,0,2,40,0.604552,0.774943,0.344358
9,1,0,3,3,579,1121,18.68,12,57,649059,428703,4.95,21,2,0,0,2,40,0.917946,0.512654,0.5286
7,0,2,5,4,1263,1053,17.55,27,12,1329939,424536,14.53,6,0,0,0,3,45,0.613947,0.874638,0.246123
10,1,0,3,3,794,1120,18.67,27,123,889280,570204,24.03,21,4,0,0,1,42,0.605258,0.807928,0.189409
5,0,4,4,3,1361,1899,31.65,21,167,2584539,1540593,46.29,7,2,0,0,3,45,0.833581,0.689297,0.453321
6,0,2,2,4,572,1572,26.2,48,134,899184,473056,20.75,6,5,0,1,3,45,0.996534,0.889635,0.481219
5,0,4,4,3,1885,110,1.83,34,174,207350,115447,36.9,16,0,0,0,5,35,0.82846,0.881985,0.586721
7,0,2,5,4,161,8,0.13,1,2,1288,593,3.39,16,2,0,0,6,0,0.157922,0.190256,0.068854
5,0,4,5,1,412,16,0.27,1,3,6592,2528,33.7,8,4,0,0,6,0,0.068082,0.110697,0.012102
4,0,1,4,1,923,1802,30.03,2,55,1663246,945519,35.79,23,0,1,0,2,40,0.618383,0.93449,0.223028
7,0,2,1,4,1908,1437,23.95,24,134,2741796,1257732,18.6,16,5,0,1,7,28,0.929414,0.639821,0.498891
9,1,0,0,3,658,1072,17.87,27,79,705376,377783,6.98,8,2,0,0,5,35,0.662772,0.885818,0.16953
9,1,3,0,3,389,38,0.63,1,5,14782,9036,14.09,9,1,0,0,6,0,0.076643,0.110713,0.089515
7,0,3,1,0,229,17,0.28,1,0,3893,1975,46.96,0,3,1,0,6,0,0.015968,0.12515,0.071258
8,0,2,0,4,1880,855,14.25,37,30,1607400,513721,48.65,10,2,0,0,0,38,0.937667,0.831377,0.316082
5,0,4,4,3,324,36,0.6,1,3,11664,6099,1.35,20,1,0,0,6,0,0.100038,0.08306,0.077295
5,0,4,4,3,1582,1815,30.25,38,171,2871330,1013702,57.02,23,0,1,0,5,35,0.862784,0.672287,0.592794
6,0,2,2,4,384,16,0.27,1,0,6144,3631,1.07,10,4,0,0,6,0,0.17078,0.194505,0.061535
7,0,2,1,4,1188,347,5.78,27,137,412236,266045,24.73,19,2,0,0,8,25,0.824311,0.553926,0.351379
9,1,0,0,3,201,21,0.35,1,5,4221,2248,58.31,22,6,0,1,6,0,0.170997,0.083095,0.003172
7,0,3,1,0,1083,1142,19.03,30,37,1236786,705614,54.94,7,4,0,0,5,33,0.887978,0.816635,0.452994
8,0,4,3,3,321,10,0.17,1,1,3210,1228,55.38,12,1,0,0,6,0,0.116414,0.010743,0.030747
7,0,2,5,4,215,16,0.27,1,1,3440,1660,5.25,13,1,0,0,6,0,0.193708,0.118151,0.066395
5,0,4,5,1,304,10,0.17,1,1,3040,989,1.29,14,4,0,0,6,0,0.161866,0.089098,0.015613
9,1,0,3,3,377,12,0.2,1,5,4524,1960,35.53,2,2,1,0,6,0,0.00562,0.157743,0.022385
5,0,1,1,1,339,18,0.3,1,5,6102,3236,16.05,5,0,1,0,6,0,0.099638,0.147301,0.091466
10,1,3,3,3,1895,1982,33.03,23,115,3755890,2341678,47.71,16,1,0,0,5,35,0.627764,0.813857,0.360681
7,0,3,1,0,617,500,8.33,15,135,308500,162437,2.68,4,0,1,0,4,38,0.632375,0.695004,0.281159
7,0,2,5,4,270,38,0.63,1,5,10260,5528,49.05,15,1,0,0,6,0,0.155039,0.139577,0.007028
6,0,2,2,4,373,34,0.57,1,5,12682,5519,6.54,19,0,0,0,6,0,0.091624,0.177443,0.077351
4,0,1,4,1,1064,1284,21.4,12,16,1366176,923719,54.99,6,1,0,0,1,45,0.950519,0.86342,0.266243
5,0,3,4,0,1085,1904,31.73,43,130,2065840,903300,40.86,17,0,0,0,1,42,0.632829,0.701156,0.269112
9,1,0,3,3,1339,1071,17.85,28,97,1434069,740265,36.33,19,1,0,0,4,38,0.975526,0.734855,0.58184
8,0,4,3,3,420,28,0.47,1,3,11760,5089,30.2,23,5,1,1,6,0,0.146169,0.169702,0.086457
7,0,2,1,4,1917,469,7.82,21,165,899073,488669,41.45,0,5,1,1,1,42,0.698636,0.653817,0.372698
8,0,2,0,4,327,41,0.68,1,1,13407,6770,56.01,17,1,0,0,6,0,0.043075,0.084879,0.093247
8,0,4,3,3,632,1641,27.35,42,62,1037112,554260,32.36,18,3,0,0,7,28,0.865156,0.919882,0.581974
6,0,2,2,4,250,22,0.37,1,1,5500,2476,51.17,22,2,0,0,6,0,0.092242,0.078877,0.024462
7,0,2,5,4,177,27,0.45,1,1,4779,2133,25.48,13,1,0,0,6,0,0.198151,0.10509,0.079811
4,0,1,4,1,1348,1922,32.03,28,39,2590856,1013465,25.18,19,0,0,0,8,25,0.682775,0.930249,0.211256
5,0,4,5,1,1193,1444,24.07,24,190,1722692,923197,26.19,21,3,0,0,8,25,0.770837,0.75841,0.37345
5,0,4,5,1,272,50,0.83,1,1,13600,8849,54.84,13,3,0,0,6,0,0.045099,0.084453,0.014748
10,1,3,3,3,400,50,0.83,1,3,20000,6811,24.45,20,4,0,0,6,0,0.198897,0.09617,0.01211
9,1,0,3,3,387,21,0.35,1,2,8127,4722,52.5,19,1,0,0,6,0,0.1695,0.029798,0.040632
10,1,3,3,3,333,21,0.35,1,4,6993,3568,27.25,4,4,1,0,6,0,0.005245,0.092638,0.089991
5,0,1,1,1,190,32,0.53,1,1,6080,3746,38.61,11,3,0,0,6,0,0.059122,0.116877,0.05275
5,0,4,5,1,488,20,0.33,1,4,9760,3245,2.31,8,6,0,1,6,0,0.019506,0.115183,0.03489
7,0,2,5,4,382,15,0.25,1,2,5730,2467,31.98,8,2,0,0,6,0,0.199593,0.168909,0.076152
7,0,2,5,4,1711,1032,17.2,18,98,1765752,1200904,48.64,7,3,0,0,5,34,0.77087,0.552532,0.511292
9,1,3,0,3,725,433,7.22,6,25,313925,193789,58.18,2,6,1,1,8,25,0.678637,0.553134,0.507598
7,0,4,0,1,309,44,0.73,1,3,13596,8451,46.37,18,5,0,1,6,0,0.004328,0.089227,0.05273
5,0,4,5,1,211,8,0.13,1,2,1688,879,20.27,2,2,1,0,6,0,0.132412,0.049506,0.059258
7,0,4,0,1,494,50,0.83,1,0,24700,14518,12.85,4,1,1,0,6,0,0.084539,0.195538,0.024256
6,0,4,1,3,1828,911,15.18,45,74,1665308,773091,23.19,12,5,0,1,7,28,0.954328,0.593293,0.371069
4,0,1,4,1,1006,647,10.78,32,176,650882,210777,34.21,3,1,1,0,0,30,0.710758,0.613089,0.201806
4,0,4,2,2,1613,1293,21.55,2,12,2085609,1440881,30.05,22,1,0,0,7,28,0.937755,0.583221,0.362741
8,0,2,0,4,276,23,0.38,1,3,6348,3919,25.35,1,0,1,0,6,0,0.080877,0.095335,0.009861
5,0,4,4,3,427,20,0.33,1,4,8540,2809,55.59,9,5,0,1,6,0,0.042893,0.105363,0.017214
5,0,4,4,3,1427,1013,16.88,49,18,1445551,526775,2.42,21,0,0,0,1,42,0.967401,0.524039,0.567618
5,0,4,4,3,406,38,0.63,1,0,15428,10158,14.85,22,3,0,0,6,0,0.129624,0.134691,0.03393
10,1,0,3,3,506,13,0.22,1,4,6578,3006,26.47,22,5,0,1,6,0,0.198731,0.09715,0.03738
5,0,4,4,3,773,907,15.12,49,166,701111,401430,34.87,13,4,0,0,3,45,0.875257,0.933161,0.172834
7,0,4,0,1,951,192,3.2,7,23,182592,62571,39.26,19,1,0,0,3,45,0.955399,0.675048,0.573761
9,1,0,3,3,1578,1022,17.03,48,18,1612716,766628,24.43,15,3,0,0,0,30,0.962735,0.648392,0.292863
7,0,3,1,0,1180,1714,28.57,21,196,2022520,668769,33.04,20,1,0,0,3,41,0.779906,0.703069,0.371024
4,0,1,4,1,290,40,0.67,1,2,11600,6016,56.81,9,2,0,0,6,0,0.090029,0.032113,0.083591
6,0,2,2,4,227,16,0.27,1,1,3632,1277,13.74,11,6,0,1,6,0,0.12906,0.047089,0.074397
7,0,4,0,1,399,40,0.67,1,1,15960,5274,29.31,19,1,0,0,6,0,0.082534,0.097865,0.087103
10,1,0,3,3,185,32,0.53,1,4,5920,1923,23.05,14,6,0,1,6,0,0.007239,0.01416,0.083568
6,0,4,1,1,239,45,0.75,1,3,10755,4359,47.9,19,1,0,0,6,0,0.145022,0.152644,0.077752
7,0,2,5,4,161,47,0.78,1,3,7567,4898,8.98,13,5,0,1,6,0,0.128208,0.041564,0.027956
7,0,2,1,4,1222,1669,27.82,18,50,2039518,626224,7.44,14,5,0,1,7,28,0.86778,0.873285,0.447014
9,1,0,3,3,477,20,0.33,1,0,9540,3508,9.59,1,4,1,0,6,0,0.035158,0.165498,0.038518
5,0,3,2,0,182,7,0.12,1,0,1274,850,28.67,16,3,0,0,6,0,0.055113,0.168095,0.095777
5,0,3,2,0,1814,890,14.83,29,181,1614460,535673,58.81,23,2,1,0,2,40,0.682772,0.897234,0.266061
7,0,2,5,4,1445,1304,21.73,48,185,1884280,1167176,11.76,18,2,0,0,0,30,0.924611,0.802312,0.474167
4,0,1,4,1,539,339,5.65,22,104,182721,76043,43.93,3,6,1,1,0,30,0.907366,0.813443,0.500763
5,0,4,4,3,466,28,0.47,1,4,13048,7225,19.38,6,5,0,1,6,0,0.088527,0.062318,0.094138
6,0,4,1,3,655,428,7.13,34,82,280340,177394,6.45,4,0,1,0,8,25,0.830642,0.909561,0.49382
5,0,3,4,0,425,33,0.55,1,2,14025,8777,11.48,0,3,1,0,6,0,0.041298,0.097046,0.07819
7,0,3,1,0,355,41,0.68,1,1,14555,4575,15.11,12,1,0,0,6,0,0.106237,0.065427,0.071569
5,0,3,2,0,228,32,0.53,1,5,7296,3926,24.49,7,5,0,1,6,0,0.023115,0.013319,0.047606
4,0,4,2,2,488,40,0.67,1,4,19520,7172,34.75,6,5,0,1,6,0,0.133772,0.129353,0.060598
7,0,2,5,4,147,27,0.45,1,0,3969,2164,36.09,8,0,0,0,6,0,0.024269,0.007131,0.071217
4,0,4,2,2,431,17,0.28,1,4,7327,4154,39.18,3,1,1,0,6,0,0.08822,0.021485,0.058637
4,0,1,4,1,1207,1849,30.82,18,200,2231743,1020610,22.1,10,0,0,0,7,28,0.776178,0.527316,0.228212
7,0,4,0,1,1635,430,7.17,34,20,703050,314334,28.44,23,4,1,0,7,28,0.804719,0.568808,0.36592
8,0,4,3,3,309,35,0.58,1,2,10815,6490,34.34,19,3,0,0,6,0,0.016494,0.062496,0.008744
7,0,2,5,4,1800,740,12.33,33,14,1332000,502832,22.44,14,0,0,0,4,38,0.923458,0.58056,0.521406
5,0,3,2,0,1880,1503,25.05,3,111,2825640,1065511,53.02,14,2,0,0,0,35,0.864232,0.752662,0.494337
7,0,3,1,0,548,300,5.0,50,47,164400,62470,37.98,5,5,1,1,5,35,0.787676,0.552074,0.358828
7,0,3,1,0,427,15,0.25,1,5,6405,3334,33.45,22,0,0,0,6,0,0.193778,0.110896,0.090986
6,0,4,1,1,607,339,5.65,38,164,205773,102278,49.41,10,5,0,1,3,45,0.905883,0.589699,0.479905
7,0,3,1,0,1618,353,5.88,46,83,571154,227023,33.59,22,6,0,1,1,41,0.975539,0.716333,0.217066
9,1,0,3,3,1627,919,15.32,23,78,1495213,1020825,54.82,7,1,0,0,5,35,0.788718,0.66925,0.258192
5,0,3,2,0,357,9,0.15,1,4,3213,1700,59.11,16,0,0,0,6,0,0.113154,0.126268,0.08015
7,0,2,5,4,181,26,0.43,1,1,4706,1512,42.68,15,5,0,1,6,0,0.025381,0.048423,0.036325
5,0,4,5,1,1138,1352,22.53,26,69,1538576,753808,40.67,17,0,0,0,5,43,0.914863,0.753281,0.583288
10,1,0,3,3,169,27,0.45,1,0,4563,1393,12.25,19,1,0,0,6,0,0.052767,0.068055,0.042898
4,0,4,2,2,1426,535,8.92,50,171,762910,390027,38.86,6,3,0,0,4,38,0.968287,0.552897,0.320501
10,1,3,3,3,242,45,0.75,1,0,10890,6761,8.53,12,1,0,0,6,0,0.115168,0.053076,0.062631
8,0,4,3,3,190,7,0.12,1,1,1330,880,19.56,12,3,0,0,6,0,0.08411,0.047137,0.011736
9,1,0,0,3,153,8,0.13,1,0,1224,713,11.05,5,4,1,0,6,0,0.026339,0.005431,0.002292
5,0,4,4,3,150,32,0.53,1,5,4800,2651,10.0,2,4,1,0,6,0,0.097818,0.051699,0.019692
6,0,2,2,4,561,1158,19.3,12,16,649638,411756,18.93,0,4,1,0,5,35,0.608699,0.51008,0.395032
6,0,2,2,4,402,48,0.8,1,3,19296,11373,28.29,5,2,1,0,6,0,0.180094,0.08816,0.098437
5,0,4,5,1,804,999,16.65,19,76,803196,375841,14.31,3,2,1,0,7,28,0.965716,0.607838,0.457321
10,1,3,3,3,347,7,0.12,1,4,2429,1372,20.59,3,2,1,0,6,0,0.131509,0.18986,0.019879
5,0,4,4,3,427,46,0.77,1,5,19642,9549,48.52,3,4,1,0,6,0,0.027897,0.191844,0.017716
7,0,3,1,0,499,23,0.38,1,0,11477,4513,42.15,5,1,1,0,6,0,0.082823,0.023648,0.041726
7,0,4,0,1,471,43,0.72,1,0,20253,6948,3.91,15,5,0,1,6,0,0.091507,0.046601,0.051253
7,0,4,0,1,354,5,0.08,1,1,1770,873,35.18,16,3,0,0,6,0,0.126645,0.118107,0.065872
7,0,2,1,4,1787,783,13.05,12,55,1399221,848446,4.1,16,2,0,0,0,30,0.888041,0.574341,0.441693
5,0,1,1,1,1516,885,14.75,20,141,1341660,674341,49.78,23,6,1,1,1,42,0.72085,0.852467,0.233791
6,0,4,1,3,228,48,0.8,1,2,10944,5149,29.57,19,4,0,0,6,0,0.11664,0.139627,0.011709
10,1,0,3,3,492,39,0.65,1,5,19188,8111,1.95,0,1,1,0,6,0,0.15593,0.198959,0.081209
5,0,1,1,1,629,552,9.2,42,169,347208,135647,48.27,15,5,0,1,4,42,0.931684,0.854229,0.454523
8,0,4,3,3,164,8,0.13,1,5,1312,700,26.48,18,1,0,0,6,0,0.107419,0.162264,0.052638
8,0,2,0,4,280,46,0.77,1,2,12880,4192,34.75,21,3,0,0,6,0,0.079719,0.095517,0.075075
5,0,4,4,3,726,661,11.02,16,195,479886,310988,30.02,10,1,0,0,3,45,0.958217,0.730059,0.164036
9,1,0,0,3,241,30,0.5,1,0,7230,3536,27.4,7,0,0,0,6,0,0.01759,0.103852,0.065461
7,0,4,0,1,1879,1068,17.8,42,122,2006772,1187679,37.0,18,4,0,0,4,37,0.795772,0.831443,0.263169
5,0,1,1,1,283,13,0.22,1,0,3679,1302,44.94,12,0,0,0,6,0,0.177479,0.156213,0.053339
7,0,3,1,0,1054,523,8.72,9,42,551242,212920,48.43,18,4,0,0,4,36,0.688856,0.88943,0.24842
9,1,3,0,3,235,42,0.7,1,3,9870,6724,38.46,6,1,0,0,6,0,0.051887,0.083228,0.013965
6,0,4,1,3,170,38,0.63,1,2,6460,2659,32.44,17,6,0,1,6,0,0.148966,0.016059,0.007237
4,0,1,4,1,1104,392,6.53,12,113,432768,208292,49.67,7,3,0,0,4,38,0.806563,0.60901,0.569336
5,0,4,5,1,464,9,0.15,1,0,4176,2133,45.28,3,5,1,1,6,0,0.080844,0.063515,0.084788
7,0,2,1,4,194,41,0.68,1,4,7954,3268,18.16,16,0,0,0,6,0,0.047701,0.003373,0.08978
8,0,2,0,4,301,49,0.82,1,2,14749,9754,30.88,22,4,0,0,6,0,0.042339,0.031137,0.070262
7,0,2,1,4,433,6,0.1,1,1,2598,1090,53.18,16,5,0,1,6,0,0.137834,0.120541,0.064418
6,0,4,1,1,160,6,0.1,1,5,960,522,17.13,7,5,0,1,6,0,0.033199,0.010947,0.049696
5,0,1,1,1,1368,1115,18.58,2,169,1525320,1021297,49.74,8,5,0,1,5,35,0.711952,0.52676,0.516511
7,0,2,5,4,265,45,0.75,1,2,11925,4977,30.28,20,5,0,1,6,0,0.017795,0.174714,0.062225
4,0,1,4,1,369,48,0.8,1,3,17712,6938,52.7,13,6,0,1,6,0,0.074555,0.128213,0.089479
6,0,2,2,4,505,15,0.25,1,5,7575,2400,0.62,6,2,0,0,6,0,0.187104,0.085444,0.094684
7,0,2,5,4,330,41,0.68,1,1,13530,6121,0.76,6,0,0,0,6,0,0.098253,0.085795,0.017592
8,0,4,3,3,746,1287,21.45,17,79,960102,294005,17.64,0,1,1,0,4,38,0.894646,0.88825,0.152586
6,0,4,1,1,415,22,0.37,1,3,9130,3665,55.14,20,2,0,0,6,0,0.017076,0.166003,0.018459
7,0,4,0,1,575,1919,31.98,44,36,1103425,496765,29.69,14,5,0,1,1,42,0.857178,0.605045,0.450559
5,0,1,1,1,400,23,0.38,1,1,9200,3028,50.07,12,4,0,0,6,0,0.002865,0.191389,0.071739
6,0,4,1,1,902,235,3.92,24,75,211970,100057,51.42,21,4,0,0,1,34,0.718714,0.936149,0.168035
9,1,0,0,3,147,29,0.48,1,1,4263,2545,33.51,8,4,0,0,6,0,0.066473,0.126236,0.000887
4,0,4,2,2,1798,604,10.07,49,128,1085992,671934,59.75,13,2,0,0,0,24,0.823369,0.812713,0.548901
10,1,0,3,3,1006,1729,28.82,43,180,1739374,715327,4.32,3,5,1,1,2,45,0.608787,0.624472,0.527313
5,0,3,2,0,1790,284,4.73,35,183,508360,186391,36.38,19,1,0,0,2,39,0.665467,0.655135,0.309952
7,0,2,5,4,1528,1380,23.0,12,160,2108640,1402734,29.93,21,0,0,0,1,42,0.680613,0.687145,0.483727
9,1,3,0,3,1488,122,2.03,16,73,181536,94631,16.34,13,0,0,0,0,30,0.714171,0.79857,0.551271
10,1,0,3,3,174,39,0.65,1,5,6786,2517,50.88,16,6,0,1,6,0,0.043055,0.116431,0.041853
6,0,2,2,4,1825,456,7.6,32,173,832200,270876,20.38,19,3,0,0,8,25,0.854578,0.694117,0.474293
5,0,4,4,3,580,312,5.2,21,181,180960,124383,27.17,14,0,0,0,5,27,0.658677,0.635694,0.183943
8,0,2,0,4,578,327,5.45,4,89,189006,119803,44.29,1,1,1,0,3,45,0.731759,0.723854,0.516478
4,0,1,4,1,512,37,0.62,1,4,18944,11948,48.62,3,2,1,0,6,0,0.046496,0.013965,0.065915
10,1,3,3,3,1565,1043,17.38,50,87,1632295,767084,35.08,4,1,1,0,2,34,0.891652,0.935336,0.417091
9,1,0,3,3,1999,1968,32.8,27,117,3934032,1220545,52.72,7,2,0,0,7,24,0.742239,0.801952,0.577508
7,0,2,1,4,287,21,0.35,1,0,6027,2858,40.04,16,0,0,0,6,0,0.016188,0.021351,0.018366
5,0,4,4,3,1219,1039,17.32,36,93,1266541,478286,35.74,21,6,0,1,2,31,0.885335,0.661136,0.542489
6,0,2,2,4,1154,1645,27.42,19,69,1898330,1298907,31.22,10,2,0,0,3,45,0.879124,0.948282,0.594746
9,1,3,0,3,1528,268,4.47,35,118,409504,144423,46.17,8,3,0,0,4,38,0.772002,0.618243,0.512763
6,0,4,1,3,136,24,0.4,1,0,3264,985,25.25,21,2,0,0,6,0,0.025676,0.156081,0.067163
5,0,1,1,1,361,20,0.33,1,0,7220,4472,38.83,9,1,0,0,6,0,0.020082,0.129369,0.029283
9,1,0,3,3,275,41,0.68,1,2,11275,4142,31.58,14,1,0,0,6,0,0.023558,0.131467,0.031825
10,1,3,3,3,296,36,0.6,1,2,10656,4167,45.87,0,5,1,1,6,0,0.039775,0.160406,0.064048
6,0,4,1,1,493,8,0.13,1,3,3944,1190,19.4,7,4,0,0,6,0,0.008676,0.158534,0.083633
6,0,4,1,3,224,45,0.75,1,2,10080,6522,30.93,1,4,1,0,6,0,0.102887,0.069596,0.045922
6,0,4,1,3,315,41,0.68,1,1,12915,5325,31.29,15,5,0,1,6,0,0.169766,0.165824,0.088234
7,0,3,1,0,1780,1122,18.7,27,141,1997160,1191894,35.34,0,1,1,0,0,30,0.789098,0.749493,0.275501
4,0,4,2,2,145,20,0.33,1,1,2900,914,31.52,4,3,1,0,6,0,0.061136,0.153719,0.019193
5,0,4,5,1,148,17,0.28,1,0,2516,1297,32.08,7,5,0,1,6,0,0.187947,0.010826,0.010264
5,0,3,2,0,298,16,0.27,1,4,4768,2603,18.72,23,0,1,0,6,0,0.004452,0.134817,0.032411
6,0,4,1,3,365,48,0.8,1,0,17520,5490,53.81,16,4,0,0,6,0,0.031372,0.000896,0.009328
4,0,4,2,2,422,24,0.4,1,3,10128,5948,49.7,10,2,0,0,6,0,0.170851,0.154842,0.032915
8,0,4,3,3,215,40,0.67,1,5,8600,3511,41.48,14,3,0,0,6,0,0.019212,0.132116,0.076483
5,0,1,1,1,1861,1338,22.3,47,134,2490018,1141357,15.96,2,5,1,1,5,35,0.973261,0.552035,0.232871
4,0,4,2,2,1293,1618,26.97,12,46,2092074,1154656,46.44,10,2,0,0,4,38,0.651875,0.626756,0.479829
10,1,0,3,3,491,24,0.4,1,5,11784,7575,48.21,4,6,1,1,6,0,0.03864,0.049328,0.054
6,0,2,2,4,1217,1654,27.57,29,91,2012918,844765,14.26,23,4,1,0,3,45,0.642255,0.500177,0.476003
8,0,2,0,4,430,30,0.5,1,0,12900,5118,20.26,21,2,0,0,6,0,0.115157,0.161134,0.022451
9,1,0,0,3,1927,1875,31.25,35,191,3613125,1220570,49.43,17,5,0,1,3,45,0.912313,0.601852,0.312221
6,0,4,1,3,183,41,0.68,1,4,7503,4484,0.83,23,2,1,0,6,0,0.008177,0.02105,0.030068
9,1,0,0,3,339,26,0.43,1,4,8814,2658,1.89,6,5,0,1,6,0,0.052513,0.172768,0.057609
6,0,4,1,1,1611,1876,31.27,25,173,3022236,1624445,44.51,21,1,0,0,2,40,0.719123,0.834818,0.442041
5,0,4,5,1,442,26,0.43,1,2,11492,7522,40.45,9,3,0,0,6,0,0.083276,0.006529,0.083797
7,0,2,1,4,200,9,0.15,1,3,1800,1035,21.84,11,1,0,0,6,0,0.028195,0.131589,0.088407
5,0,1,1,1,138,18,0.3,1,5,2484,1533,9.73,4,0,1,0,6,0,0.057869,0.169781,0.035049
7,0,4,0,1,254,48,0.8,1,2,12192,3857,58.28,7,3,0,0,6,0,0.180295,0.165404,0.043184
7,0,2,5,4,497,14,0.23,1,3,6958,3580,22.26,1,4,1,0,6,0,0.046837,0.11752,0.060123
7,0,3,1,0,130,28,0.47,1,2,3640,2088,10.53,3,3,1,0,6,0,0.16192,0.107458,0.024221
5,0,4,4,3,454,41,0.68,1,0,18614,5615,4.61,6,0,0,0,6,0,0.03301,0.153581,0.080705
9,1,0,0,3,463,5,0.08,1,5,2315,906,18.85,1,0,1,0,6,0,0.063096,0.161025,0.050956
5,0,4,5,1,380,12,0.2,1,4,4560,3045,40.72,14,6,0,1,6,0,0.15553,0.098954,0.04197
9,1,0,0,3,168,46,0.77,1,5,7728,5037,17.39,5,6,1,1,6,0,0.070905,0.022811,0.021289
4,0,1,4,1,588,1866,31.1,48,185,1097208,439626,6.11,4,0,1,0,7,22,0.722875,0.783074,0.237554
7,0,2,5,4,1693,326,5.43,49,18,551918,224607,45.47,12,4,0,0,5,35,0.649254,0.88273,0.583822
4,0,1,4,1,376,48,0.8,1,2,18048,7680,13.2,15,0,0,0,6,0,0.197426,0.182578,0.08148
9,1,0,3,3,498,26,0.43,1,5,12948,8797,31.55,21,4,0,0,6,0,0.118743,0.052435,0.093039
7,0,4,0,1,160,44,0.73,1,0,7040,3424,56.43,2,4,1,0,6,0,0.188867,0.019216,0.012008
6,0,2,2,4,256,13,0.22,1,1,3328,1692,1.0,10,5,0,1,6,0,0.06117,0.119009,0.081892
7,0,2,1,4,161,39,0.65,1,4,6279,2692,59.79,6,5,0,1,6,0,0.035596,0.128618,0.043302
7,0,2,5,4,1409,175,2.92,41,184,246575,154034,1.02,16,2,0,0,3,45,0.860062,0.929593,0.440799
4,0,1,4,1,246,48,0.8,1,3,11808,5466,16.82,19,3,0,0,6,0,0.098232,0.095586,0.02657
7,0,2,5,4,805,155,2.58,13,74,124775,56198,39.23,4,2,1,0,7,28,0.648917,0.830209,0.530583
9,1,3,0,3,907,1209,20.15,11,104,1096563,346241,39.47,14,3,0,0,2,41,0.692446,0.592649,0.370142
5,0,3,2,0,1510,1098,18.3,29,108,1657980,1087490,26.03,4,0,1,0,4,38,0.81209,0.845818,0.268121
7,0,2,5,4,385,41,0.68,1,2,15785,9130,6.56,18,0,0,0,6,0,0.0062,0.011111,0.030521
6,0,2,2,4,200,12,0.2,1,4,2400,928,8.13,7,3,0,0,6,0,0.122855,0.018207,0.03577
6,0,2,2,4,470,34,0.57,1,2,15980,5754,48.82,17,0,0,0,6,0,0.005147,0.153219,0.006756
7,0,2,5,4,1924,990,16.5,21,27,1904760,778770,9.13,16,5,0,1,8,18,0.628147,0.789714,0.350736
5,0,3,2,0,676,763,12.72,25,157,515788,345484,12.34,7,2,0,0,7,29,0.834545,0.832453,0.309229
4,0,4,2,2,457,31,0.52,1,2,14167,9351,9.17,15,4,0,0,6,0,0.082248,0.135731,0.025923
7,0,4,0,1,475,34,0.57,1,1,16150,8697,54.07,11,2,0,0,6,0,0.001535,0.070709,0.017776
6,0,4,1,1,749,600,10.0,21,106,449400,199966,45.2,9,6,0,1,8,21,0.618157,0.682617,0.276915
9,1,0,0,3,276,17,0.28,1,4,4692,2460,59.92,14,0,0,0,6,0,0.115463,0.03766,0.033916
4,0,4,2,2,265,19,0.32,1,1,5035,2541,47.04,1,4,1,0,6,0,0.062453,0.153918,0.08718
6,0,2,2,4,1936,786,13.1,20,90,1521696,904721,43.09,20,1,0,0,3,45,0.83051,0.793242,0.169959
7,0,3,1,0,371,45,0.75,1,3,16695,9944,0.84,19,2,0,0,6,0,0.165224,0.02959,0.042597
7,0,2,1,4,232,49,0.82,1,2,11368,6028,27.73,4,4,1,0,6,0,0.017461,0.084841,0.095776
9,1,0,0,3,401,29,0.48,1,2,11629,5438,31.07,21,3,0,0,6,0,0.136652,0.027676,0.007609
9,1,0,3,3,479,33,0.55,1,4,15807,6867,38.15,11,4,0,0,6,0,0.08803,0.12926,0.092895
5,0,3,4,0,882,142,2.37,34,161,125244,85982,39.71,14,2,0,0,3,45,0.65824,0.688248,0.489777
6,0,2,2,4,837,153,2.55,45,149,128061,39168,58.48,11,4,0,0,3,45,0.652798,0.929096,0.342741
9,1,0,0,3,848,208,3.47,36,98,176384,118415,58.4,21,4,0,0,1,42,0.607273,0.797145,0.328125
7,0,2,1,4,138,49,0.82,1,4,6762,2942,51.84,5,2,1,0,6,0,0.057698,0.077601,0.04577
4,0,1,4,1,767,993,16.55,46,82,761631,318705,28.22,16,6,0,1,7,28,0.815827,0.651704,0.340733
8,0,4,3,3,498,15,0.25,1,2,7470,3160,19.91,8,6,0,1,6,0,0.047792,0.063533,0.008918
9,1,3,0,3,318,29,0.48,1,3,9222,4957,49.66,6,4,0,0,6,0,0.179894,0.035972,0.09846
5,0,4,5,1,1294,116,1.93,25,147,150104,102306,20.89,12,5,0,1,0,33,0.720974,0.600929,0.150325
7,0,3,1,0,310,25,0.42,1,2,7750,4524,36.76,17,2,0,0,6,0,0.034534,0.16359,0.06052
8,0,2,0,4,353,21,0.35,1,5,7413,2371,14.63,16,3,0,0,6,0,0.081499,0.095065,0.033988
7,0,3,1,0,529,472,7.87,38,45,249688,89130,17.37,23,1,1,0,0,30,0.749155,0.827232,0.163677
